,id,raw_text,vw_text
508,doc_508,you should know now so how's anthony are you bringing money i've school fees to pay and rent and stuff like that thats why i need your help a friend in need|,doc_508 |@text you:2 should:1 know:1 now:1 so:1 how's:1 anthony:1 are:1 bringing:1 money:1 i've:1 school:1 fees:1 to:1 pay:1 and:2 rent:1 stuff:1 like:1 that:1 thats:1 why:1 i:1 need:1 your:1 help:1 a:1 friend:1 in:1 need|:1
509,doc_509,what's the significance?,doc_509 |@text what's:1 the:1 significance?:1
510,doc_510,your opinion about me? 1 over 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 not matured 8 stylish 9 simple pls reply,doc_510 |@text your:1 opinion:1 about:1 me?:1 1:1 over:1 2:1 jada:1 3:1 kusruthi:1 4:1 lovable:1 5:1 silent:1 6:1 spl:1 character:1 7:1 not:1 matured:1 8:1 stylish:1 9:1 simple:1 pls:1 reply:1
511,doc_511,8 at the latest g's still there if you can scrounge up some ammo and want to give the new ak a try,doc_511 |@text 8:1 at:1 the:2 latest:1 g's:1 still:1 there:1 if:1 you:1 can:1 scrounge:1 up:1 some:1 ammo:1 and:1 want:1 to:1 give:1 new:1 ak:1 a:1 try:1
512,doc_512,prabhai'm sorydarealyfrm heart i'm sory,doc_512 |@text prabhai'm:1 sorydarealyfrm:1 heart:1 i'm:1 sory:1
513,doc_513,lol ok your forgiven ),doc_513 |@text lol:1 ok:1 your:1 forgiven:1 ):1
514,doc_514,nojst change tat only,doc_514 |@text nojst:1 change:1 tat:1 only:1
515,doc_515,you are guaranteed the latest nokia phone a 40gb ipod mp3 player or a £500 prize! txt word collect to no 83355! ibhltd ldnw15h 150p/mtmsgrcvd18+,doc_515 |@text you:1 are:1 guaranteed:1 the:1 latest:1 nokia:1 phone:1 a:2 40gb:1 ipod:1 mp3:1 player:1 or:1 £500:1 prize!:1 txt:1 word:1 collect:1 to:1 no:1 83355!:1 ibhltd:1 ldnw15h:1 150p/mtmsgrcvd18+:1
516,doc_516,s)no competition for him,doc_516 |@text s)no:1 competition:1 for:1 him:1
517,doc_517,boltblue tones for 150p reply poly# or mono# eg poly3 1 cha cha slide 2 yeah 3 slow jamz 6 toxic 8 come with me or stop 4 more tones txt more,doc_517 |@text boltblue:1 tones:2 for:1 150p:1 reply:1 poly#:1 or:2 mono#:1 eg:1 poly3:1 1:1 cha:2 slide:1 2:1 yeah:1 3:1 slow:1 jamz:1 6:1 toxic:1 8:1 come:1 with:1 me:1 stop:1 4:1 more:2 txt:1
518,doc_518,your credits have been topped up for http//wwwbubbletextcom your renewal pin is tgxxrz,doc_518 |@text your:2 credits:1 have:1 been:1 topped:1 up:1 for:1 http//wwwbubbletextcom:1 renewal:1 pin:1 is:1 tgxxrz:1
519,doc_519,that way transport is less problematic than on sat night by the way if u want to ask  n  to join my bday feel free but need to know definite nos as booking on fri ,doc_519 |@text that:1 way:2 transport:1 is:1 less:1 problematic:1 than:1 on:2 sat:1 night:1 by:1 the:1 if:1 u:1 want:1 to:3 ask:1 n:1 join:1 my:1 bday:1 feel:1 free:1 but:1 need:1 know:1 definite:1 nos:1 as:1 booking:1 fri:1
520,doc_520,usually the person is unconscious that's in children but in adults they may just behave abnormally ill call you now,doc_520 |@text usually:1 the:1 person:1 is:1 unconscious:1 that's:1 in:2 children:1 but:1 adults:1 they:1 may:1 just:1 behave:1 abnormally:1 ill:1 call:1 you:1 now:1
521,doc_521,but that's on ebay it might be less elsewhere,doc_521 |@text but:1 that's:1 on:1 ebay:1 it:1 might:1 be:1 less:1 elsewhere:1
522,doc_522,shall i come to get pickle,doc_522 |@text shall:1 i:1 come:1 to:1 get:1 pickle:1
523,doc_523,were gonna go get some tacos,doc_523 |@text were:1 gonna:1 go:1 get:1 some:1 tacos:1
524,doc_524,that's very rude you on campus?,doc_524 |@text that's:1 very:1 rude:1 you:1 on:1 campus?:1
525,doc_525,urgent! your mobile no was awarded a £2000 bonus caller prize on 02/09/03! this is our 2nd attempt to contact you! call 0871-872-9755 box95qu,doc_525 |@text urgent!:1 your:1 mobile:1 no:1 was:1 awarded:1 a:1 £2000:1 bonus:1 caller:1 prize:1 on:1 02/09/03!:1 this:1 is:1 our:1 2nd:1 attempt:1 to:1 contact:1 you!:1 call:1 0871-872-9755:1 box95qu:1
526,doc_526,hi i won't b ard 4 christmas but do enjoy n merry x'mas,doc_526 |@text hi:1 i:1 won't:1 b:1 ard:1 4:1 christmas:1 but:1 do:1 enjoy:1 n:1 merry:1 x'mas:1
527,doc_527,today's offer! claim ur £150 worth of discount vouchers! text yes to 85023 now! savamob member offers mobile! t cs 08717898035 £300 sub 16  unsub reply x,doc_527 |@text today's:1 offer!:1 claim:1 ur:1 £150:1 worth:1 of:1 discount:1 vouchers!:1 text:1 yes:1 to:1 85023:1 now!:1 savamob:1 member:1 offers:1 mobile!:1 t:1 cs:1 08717898035:1 £300:1 sub:1 16:1 unsub:1 reply:1 x:1
528,doc_528,yes! how is a pretty lady like you single?,doc_528 |@text yes!:1 how:1 is:1 a:1 pretty:1 lady:1 like:1 you:1 single?:1
529,doc_529,you will recieve your tone within the next 24hrs for terms and conditions please see channel u teletext pg 750,doc_529 |@text you:1 will:1 recieve:1 your:1 tone:1 within:1 the:1 next:1 24hrs:1 for:1 terms:1 and:1 conditions:1 please:1 see:1 channel:1 u:1 teletext:1 pg:1 750:1
530,doc_530,jay says that you're a double-faggot,doc_530 |@text jay:1 says:1 that:1 you're:1 a:1 double-faggot:1
531,doc_531,private! your 2003 account statement for 07815296484 shows 800 un-redeemed sim points call 08718738001 identifier code 41782 expires 18/11/04 ,doc_531 |@text private!:1 your:1 2003:1 account:1 statement:1 for:1 07815296484:1 shows:1 800:1 un-redeemed:1 sim:1 points:1 call:1 08718738001:1 identifier:1 code:1 41782:1 expires:1 18/11/04:1
532,doc_532,what today-sundaysunday is holidayso no work,doc_532 |@text what:1 today-sundaysunday:1 is:1 holidayso:1 no:1 work:1
533,doc_533,gudnitetcpractice going on,doc_533 |@text gudnitetcpractice:1 going:1 on:1
534,doc_534,i'll be late,doc_534 |@text i'll:1 be:1 late:1
535,doc_535,i've not called you in a while this is hoping it was l8r malaria and that you know that we miss you guys i miss bani big so pls give her my love especially have a great day,doc_535 |@text i've:1 not:1 called:1 you:3 in:1 a:2 while:1 this:1 is:1 hoping:1 it:1 was:1 l8r:1 malaria:1 and:1 that:2 know:1 we:1 miss:2 guys:1 i:1 bani:1 big:1 so:1 pls:1 give:1 her:1 my:1 love:1 especially:1 have:1 great:1 day:1
536,doc_536,good afternoon my love! how goes that day ? i hope maybe you got some leads on a job i think of you boytoy and send you a passionate kiss from across the sea,doc_536 |@text good:1 afternoon:1 my:1 love!:1 how:1 goes:1 that:1 day:1 ?:1 i:2 hope:1 maybe:1 you:3 got:1 some:1 leads:1 on:1 a:2 job:1 think:1 of:1 boytoy:1 and:1 send:1 passionate:1 kiss:1 from:1 across:1 the:1 sea:1
537,doc_537,probably gonna be here for a while see you later tonight &lt;),doc_537 |@text probably:1 gonna:1 be:1 here:1 for:1 a:1 while:1 see:1 you:1 later:1 tonight:1 &lt;):1
538,doc_538,or maybe my fat fingers just press all these buttons and it doesn't know what to do,doc_538 |@text or:1 maybe:1 my:1 fat:1 fingers:1 just:1 press:1 all:1 these:1 buttons:1 and:1 it:1 doesn't:1 know:1 what:1 to:1 do:1
539,doc_539,ummmmmaah many many happy returns of d day my dear sweet heart happy birthday dear,doc_539 |@text ummmmmaah:1 many:2 happy:2 returns:1 of:1 d:1 day:1 my:1 dear:2 sweet:1 heart:1 birthday:1
540,doc_540,i am in tirupur da once you started from office call me,doc_540 |@text i:1 am:1 in:1 tirupur:1 da:1 once:1 you:1 started:1 from:1 office:1 call:1 me:1
541,doc_541,from wwwapplausestorecom monthlysubscription@50p/msg max6/month t&csc web age16 2stop txt stop,doc_541 |@text from:1 wwwapplausestorecom:1 monthlysubscription@50p/msg:1 max6/month:1 t&csc:1 web:1 age16:1 2stop:1 txt:1 stop:1
542,doc_542,a famous quote  when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence it means you are  'married',doc_542 |@text a:1 famous:1 quote:1 when:1 you:2 develop:1 the:1 ability:1 to:2 listen:1 'anything':1 unconditionally:1 without:1 losing:1 your:1 temper:1 or:1 self:1 confidence:1 it:1 means:1 are:1 'married':1
543,doc_543,but am going to college pa what to do are else ill come there it self pa,doc_543 |@text but:1 am:1 going:1 to:2 college:1 pa:2 what:1 do:1 are:1 else:1 ill:1 come:1 there:1 it:1 self:1
544,doc_544,4 oclock at mine just to bash out a flat plan,doc_544 |@text 4:1 oclock:1 at:1 mine:1 just:1 to:1 bash:1 out:1 a:1 flat:1 plan:1
545,doc_545,this girl does not stay in bed this girl doesn't need recovery time id rather pass out while having fun then be cooped up in bed,doc_545 |@text this:2 girl:2 does:1 not:1 stay:1 in:2 bed:2 doesn't:1 need:1 recovery:1 time:1 id:1 rather:1 pass:1 out:1 while:1 having:1 fun:1 then:1 be:1 cooped:1 up:1
546,doc_546,then any special there?,doc_546 |@text then:1 any:1 special:1 there?:1
547,doc_547,i know but you need to get hotel now i just got my invitation but i had to apologise cali is to sweet for me to come to some english bloke's weddin,doc_547 |@text i:3 know:1 but:2 you:1 need:1 to:5 get:1 hotel:1 now:1 just:1 got:1 my:1 invitation:1 had:1 apologise:1 cali:1 is:1 sweet:1 for:1 me:1 come:1 some:1 english:1 bloke's:1 weddin:1
548,doc_548,sorry that took so long omw now,doc_548 |@text sorry:1 that:1 took:1 so:1 long:1 omw:1 now:1
549,doc_549,wait  &lt;#&gt;  min,doc_549 |@text wait:1 &lt;#&gt;:1 min:1
550,doc_550,ok give me 5 minutes i think i see her btw you're my alibi you were cutting my hair the whole time,doc_550 |@text ok:1 give:1 me:1 5:1 minutes:1 i:2 think:1 see:1 her:1 btw:1 you're:1 my:2 alibi:1 you:1 were:1 cutting:1 hair:1 the:1 whole:1 time:1
551,doc_551,imagine you finally get to sink into that bath after i have put you through your paces maybe even having you eat me for a while before i left  but also imagine the feel of that cage on your cock surrounded by the bath water reminding you always who owns you  enjoy my cuck,doc_551 |@text imagine:2 you:5 finally:1 get:1 to:1 sink:1 into:1 that:2 bath:2 after:1 i:2 have:1 put:1 through:1 your:2 paces:1 maybe:1 even:1 having:1 eat:1 me:1 for:1 a:1 while:1 before:1 left:1 but:1 also:1 the:2 feel:1 of:1 cage:1 on:1 cock:1 surrounded:1 by:1 water:1 reminding:1 always:1 who:1 owns:1 enjoy:1 my:1 cuck:1
552,doc_552,hurry up i've been weed-deficient for like three days,doc_552 |@text hurry:1 up:1 i've:1 been:1 weed-deficient:1 for:1 like:1 three:1 days:1
553,doc_553,sure if i get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo,doc_553 |@text sure:1 if:1 i:1 get:1 an:1 acknowledgement:1 from:1 you:1 that:1 it's:1 astoundingly:1 tactless:1 and:1 generally:1 faggy:1 to:1 demand:1 a:1 blood:1 oath:1 fo:1
554,doc_554,ok every night take a warm bath drink a cup of milk and you'll see a work of magic you still need to loose weight just so that you know,doc_554 |@text ok:1 every:1 night:1 take:1 a:3 warm:1 bath:1 drink:1 cup:1 of:2 milk:1 and:1 you'll:1 see:1 work:1 magic:1 you:2 still:1 need:1 to:1 loose:1 weight:1 just:1 so:1 that:1 know:1
555,doc_555,i‘ll have a look at the frying pan in case it‘s cheap or a book perhaps no that‘s silly a frying pan isn‘t likely to be a book,doc_555 |@text i‘ll:1 have:1 a:4 look:1 at:1 the:1 frying:2 pan:2 in:1 case:1 it‘s:1 cheap:1 or:1 book:2 perhaps:1 no:1 that‘s:1 silly:1 isn‘t:1 likely:1 to:1 be:1
556,doc_556,o well uv causes mutations sunscreen is like essential thesedays,doc_556 |@text o:1 well:1 uv:1 causes:1 mutations:1 sunscreen:1 is:1 like:1 essential:1 thesedays:1
557,doc_557,having lunch)you are not in online?why?,doc_557 |@text having:1 lunch)you:1 are:1 not:1 in:1 online?why?:1
558,doc_558,i know that my friend already told that,doc_558 |@text i:1 know:1 that:2 my:1 friend:1 already:1 told:1
559,doc_559,hi princess! thank you for the pics you are very pretty how are you?,doc_559 |@text hi:1 princess!:1 thank:1 you:2 for:1 the:1 pics:1 are:2 very:1 pretty:1 how:1 you?:1
560,doc_560,aiyo u always c our ex one i dunno abt mei she haven reply first time u reply so fast y so lucky not workin huh got bao by ur sugardad ahgee ,doc_560 |@text aiyo:1 u:2 always:1 c:1 our:1 ex:1 one:1 i:1 dunno:1 abt:1 mei:1 she:1 haven:1 reply:2 first:1 time:1 so:2 fast:1 y:1 lucky:1 not:1 workin:1 huh:1 got:1 bao:1 by:1 ur:1 sugardad:1 ahgee:1
561,doc_561,hi msg me)i'm in office,doc_561 |@text hi:1 msg:1 me)i'm:1 in:1 office:1
562,doc_562,thanx 4 e brownie it's v nice,doc_562 |@text thanx:1 4:1 e:1 brownie:1 it's:1 v:1 nice:1
563,doc_563,geeeee  i love you so much i can barely stand it,doc_563 |@text geeeee:1 i:2 love:1 you:1 so:1 much:1 can:1 barely:1 stand:1 it:1
564,doc_564,gent! we are trying to contact you last weekends draw shows that you won a £1000 prize guaranteed call 09064012160 claim code k52 valid 12hrs only 150ppm ,doc_564 |@text gent!:1 we:1 are:1 trying:1 to:1 contact:1 you:2 last:1 weekends:1 draw:1 shows:1 that:1 won:1 a:1 £1000:1 prize:1 guaranteed:1 call:1 09064012160:1 claim:1 code:1 k52:1 valid:1 12hrs:1 only:1 150ppm:1
565,doc_565,fuck babe  i miss you already you know ? can't you let me send you some money towards your net ? i need you  i want you  i crave you ,doc_565 |@text fuck:1 babe:1 i:4 miss:1 you:7 already:1 know:1 ?:2 can't:1 let:1 me:1 send:1 some:1 money:1 towards:1 your:1 net:1 need:1 want:1 crave:1
566,doc_566,ill call u 2mrw at ninish with my address that icky american freek wont stop callin me 2 bad jen k eh?,doc_566 |@text ill:1 call:1 u:1 2mrw:1 at:1 ninish:1 with:1 my:1 address:1 that:1 icky:1 american:1 freek:1 wont:1 stop:1 callin:1 me:1 2:1 bad:1 jen:1 k:1 eh?:1
567,doc_567,oooh bed ridden ey? what are you thinking of?,doc_567 |@text oooh:1 bed:1 ridden:1 ey?:1 what:1 are:1 you:1 thinking:1 of?:1
568,doc_568,so anyways you can just go to your gym or whatever my love *smiles* i hope your ok and having a good day babe  i miss you so much already,doc_568 |@text so:2 anyways:1 you:2 can:1 just:1 go:1 to:1 your:2 gym:1 or:1 whatever:1 my:1 love:1 *smiles*:1 i:2 hope:1 ok:1 and:1 having:1 a:1 good:1 day:1 babe:1 miss:1 much:1 already:1
569,doc_569,love it! daddy will make you scream with pleasure! i am going to slap your ass with my dick!,doc_569 |@text love:1 it!:1 daddy:1 will:1 make:1 you:1 scream:1 with:2 pleasure!:1 i:1 am:1 going:1 to:1 slap:1 your:1 ass:1 my:1 dick!:1
570,doc_570,wot u wanna do then missy?,doc_570 |@text wot:1 u:1 wanna:1 do:1 then:1 missy?:1
571,doc_571,yar lor wait 4 my mum 2 finish sch then have lunch lor i whole morning stay at home clean my room now my room quite clean hee,doc_571 |@text yar:1 lor:2 wait:1 4:1 my:3 mum:1 2:1 finish:1 sch:1 then:1 have:1 lunch:1 i:1 whole:1 morning:1 stay:1 at:1 home:1 clean:2 room:2 now:1 quite:1 hee:1
572,doc_572,do you know where my lab goggles went,doc_572 |@text do:1 you:1 know:1 where:1 my:1 lab:1 goggles:1 went:1
573,doc_573,can you open the door?,doc_573 |@text can:1 you:1 open:1 the:1 door?:1
574,doc_574,waiting for your call,doc_574 |@text waiting:1 for:1 your:1 call:1
575,doc_575,nope i waiting in sch 4 daddy ,doc_575 |@text nope:1 i:1 waiting:1 in:1 sch:1 4:1 daddy:1
576,doc_576,you have won ?1000 cash or a ?2000 prize! to claim call09050000327,doc_576 |@text you:1 have:1 won:1 ?1000:1 cash:1 or:1 a:1 ?2000:1 prize!:1 to:1 claim:1 call09050000327:1
577,doc_577,i'm tired of arguing with you about this week after week do what you want and from now on i'll do the same,doc_577 |@text i'm:1 tired:1 of:1 arguing:1 with:1 you:2 about:1 this:1 week:2 after:1 do:2 what:1 want:1 and:1 from:1 now:1 on:1 i'll:1 the:1 same:1
578,doc_578,ü wait 4 me in sch i finish ard 5,doc_578 |@text ü:1 wait:1 4:1 me:1 in:1 sch:1 i:1 finish:1 ard:1 5:1
579,doc_579,our mobile number has won £5000 to claim calls us back or ring the claims hot line on 09050005321,doc_579 |@text our:1 mobile:1 number:1 has:1 won:1 £5000:1 to:1 claim:1 calls:1 us:1 back:1 or:1 ring:1 the:1 claims:1 hot:1 line:1 on:1 09050005321:1
580,doc_580,arngd marriage is while u r walkin unfortuntly a snake bites u bt love marriage is dancing in frnt of d snake &amp; sayin bite me bite me,doc_580 |@text arngd:1 marriage:2 is:2 while:1 u:2 r:1 walkin:1 unfortuntly:1 a:1 snake:2 bites:1 bt:1 love:1 dancing:1 in:1 frnt:1 of:1 d:1 &amp;:1 sayin:1 bite:2 me:2
581,doc_581,huh so early then ü having dinner outside izzit?,doc_581 |@text huh:1 so:1 early:1 then:1 ü:1 having:1 dinner:1 outside:1 izzit?:1
582,doc_582,ok anyway no need to change with what you said,doc_582 |@text ok:1 anyway:1 no:1 need:1 to:1 change:1 with:1 what:1 you:1 said:1
583,doc_583,we tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,doc_583 |@text we:1 tried:1 to:2 contact:1 you:1 re:1 your:1 reply:2 our:1 offer:1 of:1 750:1 mins:1 150:1 textand:1 a:1 new:1 video:1 phone:1 call:1 08002988890:1 now:1 or:1 for:1 free:1 delivery:1 tomorrow:1
584,doc_584,my ex-wife was not able to have kids do you want kids one day?,doc_584 |@text my:1 ex-wife:1 was:1 not:1 able:1 to:1 have:1 kids:2 do:1 you:1 want:1 one:1 day?:1
585,doc_585,so how's scotland hope you are not over showing your jjc tendencies take care live the dream,doc_585 |@text so:1 how's:1 scotland:1 hope:1 you:1 are:1 not:1 over:1 showing:1 your:1 jjc:1 tendencies:1 take:1 care:1 live:1 the:1 dream:1
586,doc_586,tell them u have a headache and just want to use 1 hour of sick time,doc_586 |@text tell:1 them:1 u:1 have:1 a:1 headache:1 and:1 just:1 want:1 to:1 use:1 1:1 hour:1 of:1 sick:1 time:1
587,doc_587,i dun thk i'll quit yet hmmm can go jazz ? yogasana oso can we can go meet em after our lessons den ,doc_587 |@text i:1 dun:1 thk:1 i'll:1 quit:1 yet:1 hmmm:1 can:3 go:2 jazz:1 ?:1 yogasana:1 oso:1 we:1 meet:1 em:1 after:1 our:1 lessons:1 den:1
588,doc_588,"""pete can you please ring meive hardly gotany credit""","doc_588 |@text ""pete:1 can:1 you:1 please:1 ring:1 meive:1 hardly:1 gotany:1 credit"":1"
589,doc_589,ya srsly better than yi tho,doc_589 |@text ya:1 srsly:1 better:1 than:1 yi:1 tho:1
590,doc_590,i'm in a meeting call me later at,doc_590 |@text i'm:1 in:1 a:1 meeting:1 call:1 me:1 later:1 at:1
591,doc_591,for ur chance to win a £250 wkly shopping spree txt shop to 80878 t's&c's wwwtxt-2-shopcom custcare 08715705022 1x150p/wk,doc_591 |@text for:1 ur:1 chance:1 to:2 win:1 a:1 £250:1 wkly:1 shopping:1 spree:1 txt:1 shop:1 80878:1 t's&c's:1 wwwtxt-2-shopcom:1 custcare:1 08715705022:1 1x150p/wk:1
592,doc_592,you have been specially selected to receive a 2000 pound award! call 08712402050 before the lines close cost 10ppm 16+ t&cs apply ag promo,doc_592 |@text you:1 have:1 been:1 specially:1 selected:1 to:1 receive:1 a:1 2000:1 pound:1 award!:1 call:1 08712402050:1 before:1 the:1 lines:1 close:1 cost:1 10ppm:1 16+:1 t&cs:1 apply:1 ag:1 promo:1
593,doc_593,private! your 2003 account statement for 07753741225 shows 800 un-redeemed s i m points call 08715203677 identifier code 42478 expires 24/10/04,doc_593 |@text private!:1 your:1 2003:1 account:1 statement:1 for:1 07753741225:1 shows:1 800:1 un-redeemed:1 s:1 i:1 m:1 points:1 call:1 08715203677:1 identifier:1 code:1 42478:1 expires:1 24/10/04:1
594,doc_594,you still at grand prix?,doc_594 |@text you:1 still:1 at:1 grand:1 prix?:1
595,doc_595,i met you as a stranger and choose you as my friend as long as the world stands our friendship never ends lets be friends forever!!! gud nitz,doc_595 |@text i:1 met:1 you:2 as:4 a:1 stranger:1 and:1 choose:1 my:1 friend:1 long:1 the:1 world:1 stands:1 our:1 friendship:1 never:1 ends:1 lets:1 be:1 friends:1 forever!!!:1 gud:1 nitz:1
596,doc_596,i am great! how are you?,doc_596 |@text i:1 am:1 great!:1 how:1 are:1 you?:1
597,doc_597,gud mrng dear have a nice day,doc_597 |@text gud:1 mrng:1 dear:1 have:1 a:1 nice:1 day:1
598,doc_598,you have an important customer service announcement call freephone 0800 542 0825 now!,doc_598 |@text you:1 have:1 an:1 important:1 customer:1 service:1 announcement:1 call:1 freephone:1 0800:1 542:1 0825:1 now!:1
599,doc_599,will do was exhausted on train this morning too much wine and pie you sleep well too,doc_599 |@text will:1 do:1 was:1 exhausted:1 on:1 train:1 this:1 morning:1 too:2 much:1 wine:1 and:1 pie:1 you:1 sleep:1 well:1
600,doc_600,i'm going out to buy mum's present ar,doc_600 |@text i'm:1 going:1 out:1 to:1 buy:1 mum's:1 present:1 ar:1
601,doc_601,mind blastin no more tsunamis will occur from now on rajnikant stopped swimming in indian ocean-d,doc_601 |@text mind:1 blastin:1 no:1 more:1 tsunamis:1 will:1 occur:1 from:1 now:1 on:1 rajnikant:1 stopped:1 swimming:1 in:1 indian:1 ocean-d:1
602,doc_602,if u sending her home first it's ok lor i'm not ready yet,doc_602 |@text if:1 u:1 sending:1 her:1 home:1 first:1 it's:1 ok:1 lor:1 i'm:1 not:1 ready:1 yet:1
603,doc_603,speaking of does he have any cash yet?,doc_603 |@text speaking:1 of:1 does:1 he:1 have:1 any:1 cash:1 yet?:1
604,doc_604,be happy there i will come after noon,doc_604 |@text be:1 happy:1 there:1 i:1 will:1 come:1 after:1 noon:1
605,doc_605,meet after lunch la,doc_605 |@text meet:1 after:1 lunch:1 la:1
606,doc_606,take care n get well soon,doc_606 |@text take:1 care:1 n:1 get:1 well:1 soon:1
607,doc_607,xclusive@clubsaisai 2morow 28/5 soiree speciale zouk with nichols from parisfree roses 2 all ladies !!! info 07946746291/07880867867 ,doc_607 |@text xclusive@clubsaisai:1 2morow:1 28/5:1 soiree:1 speciale:1 zouk:1 with:1 nichols:1 from:1 parisfree:1 roses:1 2:1 all:1 ladies:1 !!!:1 info:1 07946746291/07880867867:1
608,doc_608,what i meant to say is cant wait to see u again getting bored of this bridgwater banter,doc_608 |@text what:1 i:1 meant:1 to:2 say:1 is:1 cant:1 wait:1 see:1 u:1 again:1 getting:1 bored:1 of:1 this:1 bridgwater:1 banter:1
609,doc_609,neva mind it's ok,doc_609 |@text neva:1 mind:1 it's:1 ok:1
610,doc_610,it's fine imma get a drink or somethin want me to come find you?,doc_610 |@text it's:1 fine:1 imma:1 get:1 a:1 drink:1 or:1 somethin:1 want:1 me:1 to:1 come:1 find:1 you?:1
611,doc_611,22 days to kick off! for euro2004 u will be kept up to date with the latest news and results daily to be removed send get txt stop to 83222,doc_611 |@text 22:1 days:1 to:4 kick:1 off!:1 for:1 euro2004:1 u:1 will:1 be:2 kept:1 up:1 date:1 with:1 the:1 latest:1 news:1 and:1 results:1 daily:1 removed:1 send:1 get:1 txt:1 stop:1 83222:1
612,doc_612,its a valentine game   send dis msg to all ur friends  if 5 answers r d same then someone really loves u ques- which colour suits me the best?rply me,doc_612 |@text its:1 a:1 valentine:1 game:1 send:1 dis:1 msg:1 to:1 all:1 ur:1 friends:1 if:1 5:1 answers:1 r:1 d:1 same:1 then:1 someone:1 really:1 loves:1 u:1 ques-:1 which:1 colour:1 suits:1 me:2 the:1 best?rply:1
613,doc_613,i have many dependents,doc_613 |@text i:1 have:1 many:1 dependents:1
614,doc_614,thanx4 today cer it was nice 2 catch up but we ave 2 find more time more often oh well take care c u soonc,doc_614 |@text thanx4:1 today:1 cer:1 it:1 was:1 nice:1 2:2 catch:1 up:1 but:1 we:1 ave:1 find:1 more:2 time:1 often:1 oh:1 well:1 take:1 care:1 c:1 u:1 soonc:1
615,doc_615,i called and said all to him)then he have to choose this future,doc_615 |@text i:1 called:1 and:1 said:1 all:1 to:2 him)then:1 he:1 have:1 choose:1 this:1 future:1
616,doc_616,"""happy valentines day"" i know its early but i have hundreds of handsomes and beauties to wish so i thought to finish off aunties and uncles 1st","doc_616 |@text ""happy:1 valentines:1 day"":1 i:3 know:1 its:1 early:1 but:1 have:1 hundreds:1 of:1 handsomes:1 and:2 beauties:1 to:2 wish:1 so:1 thought:1 finish:1 off:1 aunties:1 uncles:1 1st:1"
617,doc_617,he like not v shock leh cos telling shuhui is like telling leona also like dat almost all know liao he got ask me abt ur reaction lor,doc_617 |@text he:2 like:3 not:1 v:1 shock:1 leh:1 cos:1 telling:2 shuhui:1 is:1 leona:1 also:1 dat:1 almost:1 all:1 know:1 liao:1 got:1 ask:1 me:1 abt:1 ur:1 reaction:1 lor:1
618,doc_618,for my family happiness,doc_618 |@text for:1 my:1 family:1 happiness:1
619,doc_619,i come n pick ü up come out immediately aft ur lesson,doc_619 |@text i:1 come:2 n:1 pick:1 ü:1 up:1 out:1 immediately:1 aft:1 ur:1 lesson:1
620,doc_620,let there be snow let there be snow this kind of weather brings ppl together so friendships can grow,doc_620 |@text let:2 there:2 be:2 snow:2 this:1 kind:1 of:1 weather:1 brings:1 ppl:1 together:1 so:1 friendships:1 can:1 grow:1
621,doc_621,dear we got  &lt;#&gt;  dollars hi hi,doc_621 |@text dear:1 we:1 got:1 &lt;#&gt;:1 dollars:1 hi:2
622,doc_622,good words but words may leave u in dismay many times,doc_622 |@text good:1 words:2 but:1 may:1 leave:1 u:1 in:1 dismay:1 many:1 times:1
623,doc_623,make sure alex knows his birthday is over in fifteen minutes as far as you're concerned,doc_623 |@text make:1 sure:1 alex:1 knows:1 his:1 birthday:1 is:1 over:1 in:1 fifteen:1 minutes:1 as:2 far:1 you're:1 concerned:1
624,doc_624,sorry no have got few things to do may be in pub later,doc_624 |@text sorry:1 no:1 have:1 got:1 few:1 things:1 to:1 do:1 may:1 be:1 in:1 pub:1 later:1
625,doc_625,nah it's straight if you can just bring bud or drinks or something that's actually a little more useful than straight cash,doc_625 |@text nah:1 it's:1 straight:2 if:1 you:1 can:1 just:1 bring:1 bud:1 or:2 drinks:1 something:1 that's:1 actually:1 a:1 little:1 more:1 useful:1 than:1 cash:1
626,doc_626,haha good to hear i'm officially paid and on the market for an 8th,doc_626 |@text haha:1 good:1 to:1 hear:1 i'm:1 officially:1 paid:1 and:1 on:1 the:1 market:1 for:1 an:1 8th:1
627,doc_627,how many licks does it take to get to the center of a tootsie pop?,doc_627 |@text how:1 many:1 licks:1 does:1 it:1 take:1 to:2 get:1 the:1 center:1 of:1 a:1 tootsie:1 pop?:1
628,doc_628,yup i thk they r e teacher said that will make my face look longer darren ask me not 2 cut too short,doc_628 |@text yup:1 i:1 thk:1 they:1 r:1 e:1 teacher:1 said:1 that:1 will:1 make:1 my:1 face:1 look:1 longer:1 darren:1 ask:1 me:1 not:1 2:1 cut:1 too:1 short:1
629,doc_629,new textbuddy chat 2 horny guys in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddycom txt one name to 89693,doc_629 |@text new:1 textbuddy:1 chat:1 2:2 horny:1 guys:1 in:1 ur:1 area:1 4:1 just:1 25p:1 free:1 receive:1 search:1 postcode:1 or:1 at:1 gaytextbuddycom:1 txt:1 one:1 name:1 to:1 89693:1
